Transaction_ID,Date,Customer_ID,Product_ID,Category,Units,Unit_Price,Discount_Pct,Channel,City,Return_Flag
T60,2026-06-21,C61,P11,Apparel,5,3597,0,App,Pune,0
T61,2026-05-18,C62,P12,Beauty,4,1374,15,Marketplace,Delhi,0
T62,2026-05-21,C63,P13,Electronics,3,894,0,Offline,Kolkata,0
T63,2026-06-06,C64,P14,Electronics,2,2643,10,Offline,Mumbai,0
T64,2025-02-19,C65,P15,Grocery,2,2847,10,Website,Jaipur,0
T65,2025-07-02,C66,P16,Home,2,985,0,Offline,Mumbai,0
T66,2026-05-02,C67,P17,Beauty,4,4190,10,Offline,Pune,0
T67,2025-06-12,C68,P18,Sports,4,3607,5,Marketplace,Kolkata,0
T68,2024-12-07,C69,P19,Beauty,4,4972,5,Offline,Pune,0
T69,2025-06-02,C70,P20,Books,5,3418,15,App,Bangalore,0
T70,2025-04-11,C71,P21,Home,3,4202,0,Website,Jaipur,1
T71,2024-07-20,C72,P22,Sports,5,4072,0,Marketplace,Jaipur,0
T72,2026-06-22,C73,P23,Books,3,1985,5,Marketplace,Pune,0
T73,2026-06-25,C74,P24,Grocery,5,3064,0,Website,Pune,0
T74,2025-05-20,C75,P25,Home,4,2414,10,Website,Hyderabad,0
T75,2025-08-20,C76,P26,Sports,4,2516,0,Website,Chennai,0
T76,2025-07-28,C77,P27,Health,2,2820,0,Marketplace,Jaipur,0
T77,2025-03-18,C78,P28,Books,4,1559,15,Website,Chennai,0
T78,2024-10-10,C79,P29,Electronics,4,4886,5,App,Mumbai,0
T79,2025-11-28,C80,P30,Sports,4,1043,0,Offline,Kolkata,0
T80,2025-04-09,C81,P31,Electronics,1,1867,0,Offline,Kolkata,0
T81,2024-08-11,C82,P32,Electronics,1,2376,0,App,Bangalore,0
T82,2024-10-27,C83,P33,Apparel,2,1104,5,App,Delhi,0
T83,2025-07-24,C84,P34,Grocery,3,3758,10,App,Mumbai,0
T84,2025-09-25,C85,P35,Home,1,1129,5,Website,Mumbai,0
T85,2024-08-11,C86,P36,Apparel,2,4296,15,Marketplace,Mumbai,1
T86,2024-09-09,C87,P37,Health,4,3222,0,Marketplace,Hyderabad,0
T87,2024-08-13,C88,P38,Apparel,4,4930,0,Marketplace,Bangalore,0
T88,2026-02-26,C89,P39,Apparel,3,3598,15,App,Chennai,0
T89,2025-07-08,C90,P40,Apparel,5,668,0,Marketplace,Bangalore,1
T90,2024-12-25,C91,P41,Apparel,5,1236,5,Marketplace,Chennai,0
T91,2024-09-27,C92,P42,Apparel,4,2998,0,Marketplace,Bangalore,0
T92,2025-11-11,C93,P43,Electronics,5,4316,15,Offline,Bangalore,0
T93,2026-05-16,C94,P44,Sports,4,869,5,Marketplace,Delhi,0
T94,2025-07-28,C95,P45,Sports,3,1943,10,App,Pune,0
T95,2024-08-06,C96,P46,Grocery,5,1732,0,Marketplace,Bangalore,0
T96,2024-11-03,C97,P47,Beauty,4,618,0,Marketplace,Mumbai,0
T97,2024-10-13,C98,P48,Sports,2,4218,15,Marketplace,Kolkata,0
T98,2025-03-10,C99,P49,Beauty,5,519,0,Marketplace,Pune,0
T99,2024-09-20,C100,P50,Health,5,696,5,Offline,Hyderabad,0
T100,2026-05-25,C101,P1,Sports,5,720,5,Offline,Jaipur,0
T101,2025-07-20,C102,P2,Books,4,1871,5,Website,Bangalore,0
T102,2025-08-19,C103,P3,Sports,3,559,5,Website,Mumbai,0
T103,2025-06-16,C104,P4,Sports,3,4008,10,Marketplace,Bangalore,0
T104,2025-06-02,C105,P5,Apparel,5,3004,0,Marketplace,Kolkata,0
T105,2025-08-25,C106,P6,Books,3,953,0,Offline,Pune,0
T106,2026-05-05,C107,P7,Health,3,4535,0,Offline,Pune,0
T107,2024-09-11,C108,P8,Electronics,1,992,10,Marketplace,Hyderabad,0
T108,2025-09-19,C109,P9,Apparel,4,2302,0,App,Kolkata,0
T109,2025-03-15,C110,P10,Electronics,1,2865,0,Offline,Chennai,0
T110,2025-02-08,C111,P11,Sports,2,4245,5,Offline,Mumbai,0
T111,2024-08-24,C112,P12,Home,1,2063,0,Marketplace,Delhi,0
T112,2024-09-10,C113,P13,Grocery,4,2155,0,Marketplace,Delhi,1
T113,2024-10-24,C114,P14,Sports,1,3248,0,Marketplace,Chennai,0
T114,2025-05-20,C115,P15,Sports,1,2139,15,Website,Kolkata,0
T115,2024-08-11,C116,P16,Sports,5,642,0,Marketplace,Chennai,0
T116,2024-08-04,C117,P17,Grocery,3,4053,0,Website,Jaipur,0
T117,2024-12-11,C118,P18,Beauty,4,1926,0,Website,Hyderabad,0
T118,2025-09-17,C119,P19,Sports,3,2785,15,Offline,Hyderabad,0
T119,2025-09-17,C120,P20,Books,2,4506,0,Marketplace,Pune,0
T120,2025-12-10,C121,P21,Beauty,2,1427,5,Marketplace,Chennai,0
T121,2024-09-05,C122,P22,Sports,2,3697,0,Marketplace,Kolkata,0
T122,2025-04-28,C123,P23,Grocery,2,1557,0,Website,Mumbai,0
T123,2025-08-19,C124,P24,Beauty,5,4987,0,Website,Delhi,0
T124,2026-04-02,C125,P25,Beauty,1,3846,0,App,Jaipur,0
T125,2025-01-25,C126,P26,Sports,5,3203,0,App,Jaipur,0
T126,2025-02-20,C127,P27,Home,1,3673,5,Website,Chennai,0
T127,2026-01-03,C128,P28,Grocery,5,1029,0,Website,Hyderabad,0
T128,2026-05-24,C129,P29,Books,4,2499,0,Marketplace,Pune,0
T129,2024-10-02,C130,P30,Health,4,3780,0,Offline,Delhi,0
T130,2024-11-14,C131,P31,Books,3,3207,0,Website,Bangalore,0
T131,2025-10-03,C132,P32,Beauty,5,1720,0,App,Kolkata,0
T132,2024-09-14,C133,P33,Health,2,3719,0,Offline,Kolkata,0
T133,2024-09-24,C134,P34,Beauty,1,2152,0,Website,Pune,0
T134,2025-05-23,C135,P35,Sports,5,2823,0,Website,Pune,0
T135,2026-03-06,C136,P36,Apparel,1,3550,0,Website,Chennai,0
T136,2025-03-18,C137,P37,Home,3,2120,10,Website,Hyderabad,0
T137,2025-11-06,C138,P38,Grocery,1,3555,0,App,Kolkata,0
T138,2024-07-02,C139,P39,Electronics,4,1619,0,App,Pune,0
T139,2025-09-19,C140,P40,Grocery,4,545,15,Website,Delhi,0
T140,2026-04-12,C141,P41,Home,5,3650,15,App,Kolkata,1
T141,2025-01-19,C142,P42,Grocery,4,2614,0,App,Delhi,0
T142,2024-08-06,C143,P43,Books,1,3699,0,Offline,Hyderabad,0
T143,2026-03-28,C144,P44,Home,3,644,10,App,Chennai,0
T144,2026-04-24,C145,P45,Apparel,3,2431,15,Marketplace,Delhi,0
T145,2025-05-05,C146,P46,Sports,3,2849,15,App,Chennai,0
T146,2026-05-20,C147,P47,Health,3,2867,0,Website,Hyderabad,0
T147,2026-04-24,C148,P48,Home,4,4995,0,Offline,Bangalore,0
T148,2026-04-25,C149,P49,Apparel,3,2671,0,Marketplace,Chennai,0
T149,2025-01-20,C150,P50,Electronics,3,4748,5,Website,Chennai,1
T150,2025-10-03,C151,P1,Apparel,5,4403,0,App,Kolkata,1
T151,2024-10-20,C152,P2,Grocery,5,4126,15,Offline,Bangalore,0
T152,2025-09-06,C153,P3,Books,4,4197,15,Website,Bangalore,0
T153,2025-11-22,C154,P4,Grocery,4,1352,15,App,Pune,0
T154,2026-03-18,C155,P5,Home,4,3727,0,Offline,Hyderabad,0
T155,2025-03-12,C156,P6,Grocery,3,4945,5,Offline,Chennai,1
T156,2026-04-27,C157,P7,Grocery,1,4260,0,App,Hyderabad,0
T157,2024-08-08,C158,P8,Home,3,4957,15,Offline,Mumbai,0
T158,2025-10-06,C159,P9,Electronics,1,900,0,Marketplace,Hyderabad,0
T159,2025-05-23,C160,P10,Health,5,4766,10,Website,Jaipur,0
T160,2024-11-06,C161,P11,Electronics,5,2403,5,Marketplace,Kolkata,0
T161,2025-11-22,C162,P12,Electronics,1,2314,0,Offline,Kolkata,0
T162,2026-02-08,C163,P13,Sports,3,4977,0,Marketplace,Chennai,0
T163,2026-04-27,C164,P14,Sports,1,3493,0,App,Chennai,0
T164,2024-12-24,C165,P15,Apparel,4,552,10,Website,Kolkata,0
T165,2025-01-08,C166,P16,Books,2,3546,0,Website,Hyderabad,0
T166,2025-09-19,C167,P17,Apparel,5,4001,0,App,Jaipur,0
T167,2026-04-25,C168,P18,Health,2,3115,0,App,Chennai,0
T168,2024-09-27,C169,P19,Beauty,3,3979,0,Offline,Jaipur,1
T169,2025-07-09,C170,P20,Electronics,1,3924,0,Offline,Pune,0
T170,2025-11-21,C171,P21,Sports,4,4586,0,Marketplace,Chennai,0
T171,2025-08-26,C172,P22,Home,4,4107,15,Marketplace,Chennai,0
T172,2026-03-19,C173,P23,Grocery,5,923,15,Offline,Kolkata,0
T173,2026-03-04,C174,P24,Sports,1,2489,0,Offline,Pune,0
T174,2024-09-23,C175,P25,Beauty,5,1721,15,Website,Bangalore,0
T175,2026-03-08,C176,P26,Beauty,3,2083,15,Website,Chennai,0
T176,2025-09-23,C177,P27,Home,3,4974,0,Website,Pune,0
T177,2025-08-10,C178,P28,Apparel,2,1357,5,Offline,Bangalore,0
T178,2025-06-20,C179,P29,Health,4,3234,5,Marketplace,Kolkata,0
T179,2025-04-05,C180,P30,Electronics,4,3863,10,Website,Bangalore,0
T180,2025-08-28,C181,P31,Apparel,1,3435,10,Marketplace,Chennai,0
T181,2024-11-18,C182,P32,Books,4,1677,0,Marketplace,Hyderabad,0
T182,2024-12-15,C183,P33,Beauty,3,974,0,App,Hyderabad,0
T183,2024-07-14,C184,P34,Electronics,3,4969,0,Marketplace,Bangalore,0
T184,2026-02-05,C185,P35,Home,1,4294,5,App,Mumbai,0
T185,2024-08-03,C186,P36,Apparel,3,3055,0,Offline,Bangalore,0
T186,2026-04-28,C187,P37,Apparel,2,4855,0,Marketplace,Kolkata,0
T187,2024-07-09,C188,P38,Grocery,4,2631,15,Offline,Mumbai,0
T188,2024-07-23,C189,P39,Apparel,3,4218,0,Offline,Chennai,0
T189,2025-06-27,C190,P40,Sports,2,945,0,Marketplace,Kolkata,0
T190,2025-08-19,C191,P41,Beauty,4,951,10,Website,Kolkata,0
T191,2024-11-25,C192,P42,Sports,5,1135,5,Offline,Bangalore,0
T192,2024-07-22,C193,P43,Beauty,4,3751,5,Website,Delhi,0
T193,2025-04-22,C194,P44,Books,1,1172,15,Marketplace,Kolkata,0
T194,2026-05-07,C195,P45,Beauty,3,1724,15,App,Chennai,0
T195,2024-10-01,C196,P46,Grocery,4,3795,5,Website,Jaipur,0
T196,2025-10-13,C197,P47,Apparel,1,4308,0,App,Bangalore,0
T197,2025-07-08,C198,P48,Books,5,622,0,App,Bangalore,0
T198,2024-10-23,C199,P49,Health,1,3991,5,Offline,Chennai,0
T199,2025-10-22,C200,P50,Beauty,4,2741,15,Marketplace,Chennai,0
T200,2025-08-07,C1,P1,Grocery,5,667,0,Website,Jaipur,1
T201,2025-01-25,C2,P2,Beauty,1,1630,0,Offline,Pune,0
T202,2025-04-18,C3,P3,Apparel,4,4558,5,App,Mumbai,0
T203,2025-12-07,C4,P4,Grocery,1,762,5,Marketplace,Pune,0
T204,2025-10-06,C5,P5,Apparel,4,3844,15,App,Delhi,0
T205,2025-08-24,C6,P6,Health,5,4832,0,Offline,Bangalore,0
T206,2025-01-20,C7,P7,Health,2,3662,10,Marketplace,Chennai,1
T207,2025-10-06,C8,P8,Sports,4,4592,0,Website,Chennai,0
T208,2026-04-08,C9,P9,Home,3,3756,0,Website,Jaipur,0
T209,2024-09-10,C10,P10,Home,1,683,0,Offline,Hyderabad,0
T210,2025-04-01,C11,P11,Sports,3,2736,15,Offline,Jaipur,1
T211,2025-04-22,C12,P12,Sports,2,2328,0,Website,Bangalore,0
T212,2025-12-08,C13,P13,Sports,2,2888,0,Website,Pune,1
T213,2024-08-25,C14,P14,Electronics,1,1921,15,Offline,Mumbai,0
T214,2025-08-07,C15,P15,Apparel,2,4091,15,App,Mumbai,0
T215,2025-07-11,C16,P16,Health,4,4296,15,Marketplace,Bangalore,0
T216,2025-10-15,C17,P17,Books,3,4094,0,Offline,Chennai,0
T217,2026-03-08,C18,P18,Apparel,3,3776,0,Offline,Bangalore,0
T218,2025-06-23,C19,P19,Apparel,3,2720,0,App,Mumbai,0
T219,2024-08-22,C20,P20,Sports,3,2114,5,Marketplace,Hyderabad,1
T220,2024-11-03,C21,P21,Health,4,3441,0,App,Bangalore,0
T221,2024-11-20,C22,P22,Electronics,5,3806,5,Website,Delhi,1
T222,2026-03-12,C23,P23,Beauty,3,4274,0,Marketplace,Mumbai,0
T223,2025-01-09,C24,P24,Grocery,4,2750,15,Offline,Bangalore,0
T224,2025-09-21,C25,P25,Apparel,5,3143,5,Offline,Chennai,0
T225,2025-03-06,C26,P26,Apparel,4,3227,0,Website,Hyderabad,1
T226,2024-08-19,C27,P27,Health,2,747,10,Marketplace,Jaipur,0
T227,2024-11-02,C28,P28,Home,3,985,0,Marketplace,Jaipur,0
T228,2024-09-08,C29,P29,Health,5,2870,0,Marketplace,Mumbai,1
T229,2025-08-20,C30,P30,Grocery,5,3604,0,Website,Jaipur,0
T230,2024-12-15,C31,P31,Health,4,1707,5,Marketplace,Mumbai,0
T231,2025-07-11,C32,P32,Health,4,3500,0,Offline,Jaipur,0
T232,2026-06-17,C33,P33,Electronics,1,4982,0,Marketplace,Mumbai,0
T233,2026-06-01,C34,P34,Home,2,4046,0,App,Bangalore,0
T234,2025-04-26,C35,P35,Beauty,5,4594,10,Website,Kolkata,0
T235,2024-09-19,C36,P36,Grocery,5,637,0,Website,Hyderabad,0
T236,2024-12-05,C37,P37,Electronics,4,1026,0,Offline,Jaipur,0
T237,2024-08-14,C38,P38,Apparel,4,2465,15,Marketplace,Hyderabad,0
T238,2025-03-11,C39,P39,Sports,4,3248,5,Website,Delhi,0
T239,2026-04-09,C40,P40,Apparel,1,3881,0,Website,Jaipur,0
T240,2026-05-21,C41,P41,Apparel,2,2494,0,App,Mumbai,1
T241,2025-07-13,C42,P42,Beauty,5,783,0,Offline,Jaipur,0
T242,2025-02-19,C43,P43,Books,2,928,0,App,Delhi,0
T243,2025-05-28,C44,P44,Electronics,1,1225,5,Marketplace,Bangalore,0
T244,2025-08-10,C45,P45,Beauty,4,4624,0,Marketplace,Hyderabad,0
T245,2026-01-20,C46,P46,Books,1,4694,5,App,Jaipur,0
T246,2025-03-07,C47,P47,Electronics,5,1638,0,App,Mumbai,0
T247,2025-12-10,C48,P48,Books,5,2028,10,Offline,Bangalore,0
T248,2024-11-28,C49,P49,Sports,4,1459,10,Offline,Chennai,0
T249,2025-12-15,C50,P50,Apparel,3,1548,0,Offline,Pune,0
T250,2024-09-13,C51,P1,Home,2,4597,0,App,Kolkata,0
T251,2025-07-07,C52,P2,Beauty,2,1951,5,App,Chennai,0
T252,2025-05-09,C53,P3,Health,4,3695,15,Marketplace,Delhi,0
T253,2026-03-12,C54,P4,Sports,5,629,15,Offline,Pune,0
T254,2025-08-21,C55,P5,Beauty,1,4496,0,Offline,Mumbai,0
T255,2025-05-09,C56,P6,Sports,3,4135,0,App,Kolkata,0
T256,2026-02-01,C57,P7,Beauty,1,4142,0,Marketplace,Bangalore,0
T257,2025-11-25,C58,P8,Home,1,2852,0,Website,Delhi,0
T258,2025-07-27,C59,P9,Sports,5,1325,0,App,Jaipur,0
T259,2025-04-12,C60,P10,Beauty,4,1671,0,App,Mumbai,0
T260,2025-04-22,C61,P11,Sports,1,4585,0,Website,Kolkata,0
T261,2025-08-15,C62,P12,Apparel,1,2056,5,App,Mumbai,0
T262,2025-10-12,C63,P13,Sports,2,4987,5,App,Chennai,0
T263,2024-08-05,C64,P14,Health,5,567,5,Offline,Jaipur,0
T264,2024-11-13,C65,P15,Books,5,4692,0,Offline,Mumbai,0
T265,2024-09-12,C66,P16,Apparel,2,3362,0,Website,Chennai,0
T266,2024-12-26,C67,P17,Health,4,2678,0,Website,Kolkata,0
T267,2025-07-16,C68,P18,Electronics,3,2999,5,Marketplace,Delhi,0
T268,2024-11-11,C69,P19,Apparel,2,4534,0,Offline,Bangalore,1
T269,2025-12-27,C70,P20,Home,2,2480,5,Marketplace,Delhi,0
T270,2024-09-17,C71,P21,Apparel,1,3347,10,Marketplace,Pune,0
T271,2026-02-12,C72,P22,Home,4,2904,5,Website,Bangalore,1
T272,2026-01-13,C73,P23,Books,1,2554,15,Marketplace,Pune,1
T273,2025-10-05,C74,P24,Beauty,2,3023,0,Marketplace,Pune,1
T274,2026-01-09,C75,P25,Home,4,1923,0,Website,Pune,1
T275,2025-02-17,C76,P26,Apparel,4,930,0,App,Delhi,0
T276,2024-09-12,C77,P27,Electronics,5,4324,0,Marketplace,Pune,0
T277,2026-05-27,C78,P28,Books,5,1483,0,App,Pune,0
T278,2026-02-09,C79,P29,Health,3,3018,0,Offline,Chennai,1
T279,2025-03-06,C80,P30,Books,4,2425,0,Offline,Delhi,0
T280,2025-03-14,C81,P31,Health,1,3692,0,Website,Chennai,1
T281,2026-03-22,C82,P32,Health,1,1287,5,Marketplace,Hyderabad,0
T282,2024-11-10,C83,P33,Books,3,762,15,App,Jaipur,0
T283,2026-06-07,C84,P34,Sports,3,2286,15,Website,Hyderabad,0
T284,2025-05-06,C85,P35,Beauty,4,2794,0,Offline,Hyderabad,0
T285,2026-06-23,C86,P36,Health,1,3818,0,Offline,Hyderabad,0
T286,2025-10-24,C87,P37,Home,3,2403,15,Marketplace,Hyderabad,0
T287,2026-03-14,C88,P38,Apparel,2,3102,5,Website,Jaipur,0
T288,2026-04-11,C89,P39,Home,1,842,0,App,Mumbai,0
T289,2025-09-04,C90,P40,Apparel,3,3817,10,App,Bangalore,0
T290,2025-03-10,C91,P41,Apparel,1,3812,0,Marketplace,Mumbai,0
T291,2026-06-04,C92,P42,Home,3,872,5,Website,Jaipur,0
T292,2026-05-03,C93,P43,Beauty,1,4464,5,Website,Mumbai,0
T293,2025-04-11,C94,P44,Beauty,2,3410,15,Website,Chennai,1
T294,2024-08-06,C95,P45,Electronics,1,740,0,Marketplace,Pune,0
T295,2025-12-03,C96,P46,Grocery,2,2413,10,Offline,Pune,1
T296,2026-03-03,C97,P47,Health,3,511,5,Website,Mumbai,0
T297,2026-04-21,C98,P48,Health,2,1072,10,App,Delhi,0
T298,2025-05-27,C99,P49,Sports,1,3182,10,App,Hyderabad,1
T299,2024-10-21,C100,P50,Books,5,507,5,Marketplace,Kolkata,0
T300,2026-03-04,C101,P1,Electronics,5,2408,5,Offline,Kolkata,0
T301,2024-07-11,C102,P2,Health,2,4346,0,Marketplace,Mumbai,0
T302,2026-02-06,C103,P3,Grocery,1,3325,5,App,Mumbai,0
T303,2026-01-14,C104,P4,Books,4,1192,0,Marketplace,Mumbai,0
T304,2026-03-03,C105,P5,Apparel,3,4535,15,Offline,Kolkata,0
T305,2026-05-26,C106,P6,Electronics,1,3228,0,App,Pune,0
T306,2025-08-25,C107,P7,Apparel,1,1494,5,Marketplace,Jaipur,0
T307,2025-02-27,C108,P8,Apparel,4,3205,10,Website,Hyderabad,0
T308,2025-03-01,C109,P9,Electronics,1,670,10,Marketplace,Jaipur,0
T309,2026-06-28,C110,P10,Health,5,3249,0,App,Jaipur,0
T310,2025-12-23,C111,P11,Books,4,4749,0,Marketplace,Mumbai,0
T311,2024-12-01,C112,P12,Apparel,1,2338,5,App,Delhi,0
T312,2025-11-04,C113,P13,Books,5,2770,10,App,Pune,0
T313,2026-03-08,C114,P14,Sports,4,3436,15,Offline,Kolkata,0
T314,2025-09-07,C115,P15,Books,5,3755,10,Offline,Mumbai,0
T315,2025-12-21,C116,P16,Grocery,5,3603,5,Marketplace,Hyderabad,0
T316,2025-05-22,C117,P17,Sports,2,4853,0,Marketplace,Hyderabad,0
T317,2025-08-08,C118,P18,Home,3,1649,5,Offline,Bangalore,0
T318,2025-08-06,C119,P19,Apparel,3,1950,0,App,Jaipur,0
T319,2025-01-27,C120,P20,Home,2,3333,5,Offline,Jaipur,0
T320,2024-12-05,C121,P21,Electronics,1,3482,15,Offline,Jaipur,0
T321,2024-08-21,C122,P22,Apparel,5,4290,10,Offline,Chennai,0
T322,2025-01-26,C123,P23,Grocery,4,1434,10,App,Mumbai,0
T323,2025-12-26,C124,P24,Home,1,2115,0,Offline,Jaipur,0
T324,2024-07-20,C125,P25,Beauty,4,4937,5,Offline,Hyderabad,0
T325,2025-05-15,C126,P26,Health,1,1905,15,Marketplace,Hyderabad,0
T326,2026-04-08,C127,P27,Home,1,1581,15,App,Hyderabad,0
T327,2024-07-17,C128,P28,Health,1,4501,10,Marketplace,Jaipur,0
T328,2025-05-08,C129,P29,Home,4,2069,15,Offline,Chennai,1
T329,2025-08-18,C130,P30,Home,5,4235,10,App,Pune,1
T330,2024-07-16,C131,P31,Books,5,2075,0,Marketplace,Jaipur,0
T331,2026-02-06,C132,P32,Grocery,4,1784,0,Offline,Pune,1
T332,2025-03-13,C133,P33,Health,1,1434,15,Website,Mumbai,0
T333,2024-09-08,C134,P34,Books,1,1628,0,Website,Hyderabad,1
T334,2024-11-18,C135,P35,Health,5,2209,15,Offline,Pune,0
T335,2025-04-25,C136,P36,Electronics,1,3719,0,Marketplace,Jaipur,0
T336,2025-06-03,C137,P37,Beauty,2,4418,15,Website,Mumbai,0
T337,2025-05-11,C138,P38,Sports,3,1738,0,App,Kolkata,0
T338,2026-03-20,C139,P39,Grocery,5,3123,0,App,Jaipur,0
T339,2026-03-01,C140,P40,Books,1,1859,0,Marketplace,Delhi,0
T340,2024-11-16,C141,P41,Books,2,1791,10,Offline,Bangalore,0
T341,2025-02-06,C142,P42,Electronics,3,4861,0,Marketplace,Pune,0
T342,2024-08-01,C143,P43,Books,4,1172,10,Offline,Mumbai,0
T343,2025-07-03,C144,P44,Grocery,3,3403,0,Website,Pune,0
T344,2026-06-16,C145,P45,Electronics,5,3939,0,Website,Hyderabad,0
T345,2025-10-13,C146,P46,Home,1,4914,10,App,Chennai,0
T346,2025-07-02,C147,P47,Electronics,5,1987,10,App,Mumbai,0
T347,2025-04-01,C148,P48,Sports,5,3539,5,Offline,Hyderabad,0
T348,2025-05-01,C149,P49,Electronics,5,4007,0,Offline,Delhi,0
T349,2024-08-05,C150,P50,Home,2,1593,5,Marketplace,Jaipur,0
T350,2025-07-11,C151,P1,Apparel,1,2174,15,Marketplace,Jaipur,0
T351,2025-03-22,C152,P2,Health,3,2021,0,Offline,Jaipur,0
T352,2024-09-26,C153,P3,Apparel,2,751,10,Marketplace,Chennai,0
T353,2024-08-08,C154,P4,Beauty,2,2300,0,App,Mumbai,0
T354,2026-03-23,C155,P5,Apparel,1,4454,0,Offline,Delhi,0
T355,2025-05-16,C156,P6,Home,4,1962,5,App,Pune,0
T356,2026-02-04,C157,P7,Sports,5,1911,0,Marketplace,Kolkata,0
T357,2026-01-10,C158,P8,Apparel,1,4878,0,Marketplace,Delhi,0
T358,2026-02-21,C159,P9,Electronics,5,3235,0,Offline,Chennai,0
T359,2024-08-07,C160,P10,Books,5,2389,15,App,Chennai,0
T360,2025-04-07,C161,P11,Electronics,1,2935,0,App,Mumbai,0
T361,2026-04-08,C162,P12,Health,4,3886,15,Offline,Pune,0
